,Date,Open,High,Low,Close,Volume
124,13-12-2019,144.77,145.04,142.86,144.7,4756.42
125,12-12-2019,143.17,145.47,139.02,144.77,10856.41
126,11-12-2019,145.69,146.3,142.02,143.17,3412.98
127,10-12-2019,147.36,148.16,144.0,145.69,3618.29
128,09-12-2019,150.66,151.45,146.75,147.36,4802.37
129,08-12-2019,147.29,151.99,146.4,150.66,3394.14
130,07-12-2019,148.83,149.82,147.0,147.29,1413.74
131,06-12-2019,147.85,149.85,145.9,148.83,5989.8
132,05-12-2019,145.49,148.87,143.78,147.85,7803.54
133,04-12-2019,147.52,152.36,143.46,145.49,15381.08
134,03-12-2019,149.0,149.95,145.92,147.52,5054.93
135,02-12-2019,151.59,151.68,146.9,149.0,5055.52
136,01-12-2019,151.8,152.28,146.16,151.59,6353.82
137,30-11-2019,154.44,155.51,150.0,151.8,3872.94
138,29-11-2019,151.06,157.64,150.96,154.44,7020.08
139,28-11-2019,152.91,154.79,149.52,151.06,5098.31
140,27-11-2019,147.67,155.77,141.0,152.91,21680.21
141,26-11-2019,146.09,149.99,143.77,147.67,9324.78
142,25-11-2019,140.23,151.69,132.03,146.09,31920.12
143,24-11-2019,152.29,152.82,138.96,140.23,12170.7
144,23-11-2019,150.31,154.44,146.5,152.29,5959.93
145,22-11-2019,160.8,162.34,137.8,150.31,44638.35
146,21-11-2019,174.24,175.2,155.57,160.8,17884.96
147,20-11-2019,175.5,177.25,173.0,174.24,8437.23
148,19-11-2019,177.96,178.07,172.51,175.5,7395.08
149,18-11-2019,183.93,183.93,174.43,177.96,9068.95
150,17-11-2019,182.41,186.3,179.98,183.93,1307.01
151,16-11-2019,179.95,183.43,179.23,182.41,1425.72
152,15-11-2019,184.58,186.53,177.0,179.95,9777.54
153,14-11-2019,187.81,188.42,182.8,184.58,6136.44
154,13-11-2019,186.98,189.4,185.14,187.81,5799.04
155,12-11-2019,184.79,187.16,182.06,186.98,8106.69
156,11-11-2019,188.97,189.95,183.84,184.79,5750.52
157,10-11-2019,184.89,192.12,183.47,188.97,5335.46
158,09-11-2019,183.9,185.75,182.76,184.89,1900.02
159,08-11-2019,186.52,188.1,180.7,183.9,4875.09
160,07-11-2019,191.38,192.27,184.5,186.52,8520.42
161,06-11-2019,188.92,194.79,188.0,191.38,10576.99
162,05-11-2019,186.28,192.64,182.51,188.92,16736.98
163,04-11-2019,181.65,189.43,180.5,186.28,4527.82
164,03-11-2019,183.25,185.11,179.02,181.65,2189.88
165,02-11-2019,183.26,186.27,182.02,183.25,2697.45
166,01-11-2019,182.43,184.93,177.31,183.26,8417.44
167,31-10-2019,183.15,185.33,178.01,182.43,8221.46
168,30-10-2019,191.32,192.02,180.11,183.15,10424.7
169,29-10-2019,182.16,193.0,181.83,191.32,11583.47
170,28-10-2019,184.22,189.82,180.88,182.16,10517.56
171,27-10-2019,180.28,189.12,177.31,184.22,4581.69
172,26-10-2019,181.65,199.38,173.91,180.28,17696.01
173,25-10-2019,161.25,187.78,160.7,181.65,15497.86
174,24-10-2019,162.7,163.78,159.06,161.25,7506.65
175,23-10-2019,171.46,171.49,153.0,162.7,35005.88
176,22-10-2019,174.63,175.5,170.7,171.46,5743.54
177,21-10-2019,175.56,177.9,171.93,174.63,6354.4
178,20-10-2019,172.02,176.8,169.62,175.56,5571.16
179,19-10-2019,172.77,175.09,169.87,172.02,4031.79
180,18-10-2019,177.3,177.4,168.41,172.77,10244.05
181,17-10-2019,174.35,179.0,172.0,177.3,18735.88
182,16-10-2019,180.68,181.32,171.59,174.35,10030.72
183,15-10-2019,186.68,188.43,177.08,180.68,15958.96
184,14-10-2019,181.04,187.97,180.59,186.68,15144.8
185,13-10-2019,180.0,184.69,178.84,181.04,4847.68
186,12-10-2019,180.74,184.83,177.44,180.0,8209.89
187,11-10-2019,191.65,197.77,179.61,180.74,16729.07
188,10-10-2019,193.23,194.89,187.47,191.65,6654.78
189,09-10-2019,180.95,198.0,179.29,193.23,22605.98
190,08-10-2019,180.2,185.09,177.59,180.95,7278.95
191,07-10-2019,170.15,182.6,168.98,180.2,8879.98
192,06-10-2019,176.22,177.0,167.6,170.15,5950.52
193,05-10-2019,176.16,177.13,172.11,176.22,1987.68
194,04-10-2019,175.0,179.47,170.84,176.16,7481.29
195,03-10-2019,180.78,181.07,169.81,175.0,9688.15
196,02-10-2019,176.05,181.9,174.21,180.78,9292.69
197,01-10-2019,181.0,185.75,173.85,176.05,15446.38
198,30-09-2019,169.27,181.87,165.11,181.0,18264.49
199,29-09-2019,173.93,174.71,164.7,169.27,4903.69
200,28-09-2019,174.36,175.87,168.57,173.93,7671.42
201,27-09-2019,165.85,177.08,161.17,174.36,15727.34
202,26-09-2019,169.87,170.93,152.11,165.85,26159.49
203,25-09-2019,166.15,175.0,162.47,169.87,16209.66
204,24-09-2019,200.68,202.69,152.39,166.15,57331.2
205,23-09-2019,211.37,211.41,198.34,200.68,11158.06
206,22-09-2019,215.16,215.23,206.12,211.37,6283.79
207,21-09-2019,218.59,221.4,214.0,215.16,5753.27
208,20-09-2019,220.29,220.49,212.01,218.59,7633.77
209,19-09-2019,210.4,224.71,202.34,220.29,15095.37
210,18-09-2019,208.15,217.25,208.15,210.4,12092.71
211,17-09-2019,197.8,215.0,196.27,208.15,16399.13
212,16-09-2019,189.49,199.75,188.58,197.8,15868.37
213,15-09-2019,188.83,191.03,186.5,189.49,4802.9
214,14-09-2019,181.43,189.95,180.32,188.83,5842.43
215,13-09-2019,180.88,181.8,177.7,181.43,4494.36
216,12-09-2019,178.47,182.6,176.45,180.88,2749.15
217,11-09-2019,179.61,182.7,173.7,178.47,12741.56
218,10-09-2019,181.04,184.35,176.68,179.61,8576.85
219,09-09-2019,181.43,185.94,176.14,181.04,10756.78
220,08-09-2019,178.36,184.54,176.62,181.43,9819.85
221,07-09-2019,168.93,180.9,168.93,178.36,11821.39
222,06-09-2019,175.35,178.5,164.83,168.93,25478.3
223,05-09-2019,175.08,178.87,169.44,175.35,10183.72
224,04-09-2019,179.12,180.35,173.47,175.08,9368.13
225,03-09-2019,178.79,183.3,173.72,179.12,14758.53
226,02-09-2019,171.2,181.67,170.59,178.79,9283.76
227,01-09-2019,171.95,174.04,168.02,171.2,3168.83
228,31-08-2019,168.18,174.5,166.38,171.95,2069.81
229,30-08-2019,168.82,170.33,165.63,168.18,6864.1
230,29-08-2019,172.87,173.39,163.6,168.82,17309.71
231,28-08-2019,187.17,188.09,165.71,172.87,26040.43
232,27-08-2019,188.44,189.12,184.56,187.17,3867.55
233,26-08-2019,186.42,193.85,185.79,188.44,7748.66
234,25-08-2019,190.82,192.89,182.74,186.42,4466.9
235,24-08-2019,194.81,194.81,186.42,190.82,4501.41
236,23-08-2019,193.58,196.6,188.86,194.81,7206.3
237,22-08-2019,186.71,194.91,182.66,193.58,10793.06
238,21-08-2019,196.47,196.67,180.0,186.71,20439.2
239,20-08-2019,202.63,202.94,194.63,196.47,11086.94
240,19-08-2019,194.67,203.57,193.08,202.63,12880.33
241,18-08-2019,185.49,198.03,183.4,194.67,6417.62
242,17-08-2019,185.29,187.19,181.99,185.49,2877.2
243,16-08-2019,187.98,188.14,177.99,185.29,24361.46
244,15-08-2019,186.21,189.69,173.58,187.98,47875.68
245,14-08-2019,208.21,209.03,181.71,186.21,50045.75
246,13-08-2019,211.15,211.2,202.91,208.21,19356.4
247,12-08-2019,216.06,216.06,209.49,211.15,6168.58
248,11-08-2019,206.17,216.54,205.88,216.06,6528.18
249,10-08-2019,210.12,214.43,200.75,206.17,16805.48
250,09-08-2019,219.19,220.0,206.89,210.12,16880.64
251,08-08-2019,226.1,226.78,214.5,219.02,11390.82
252,07-08-2019,225.98,231.22,220.12,226.1,15481.23
253,06-08-2019,232.9,239.14,222.61,225.98,16814.92
254,05-08-2019,222.96,236.8,222.96,232.9,15598.61
255,04-08-2019,221.67,223.89,217.33,222.96,2894.3
256,03-08-2019,217.51,224.5,216.53,221.67,9468.13
257,02-08-2019,217.47,222.58,215.0,217.51,8635.88
258,01-08-2019,218.47,218.91,211.58,217.47,10628.72
259,31-07-2019,209.77,218.92,209.77,218.47,7222.67
260,30-07-2019,210.83,214.77,203.66,209.77,8428.75
261,29-07-2019,210.81,215.23,205.52,210.83,7639.34
262,28-07-2019,207.07,213.59,197.77,210.81,8926.41
263,27-07-2019,219.58,223.8,202.01,207.07,12252.16
264,26-07-2019,219.9,220.78,212.79,219.58,4618.86
265,25-07-2019,216.51,225.9,215.41,219.9,11202.46
266,24-07-2019,212.36,218.1,201.02,216.51,14012.25
267,23-07-2019,216.89,219.0,208.36,212.36,12407.36
268,22-07-2019,225.55,228.01,211.43,216.89,21042.58
269,21-07-2019,228.5,229.58,217.85,225.55,3451.25
270,20-07-2019,221.53,236.0,220.6,228.5,16533.61
271,19-07-2019,226.33,226.7,213.16,221.53,17892.09
272,18-07-2019,211.61,229.49,206.56,226.33,30930.45
273,17-07-2019,198.71,220.0,192.19,211.61,40025.17
274,16-07-2019,227.95,234.38,190.0,198.71,73540.97
275,15-07-2019,226.33,235.97,202.61,227.95,74532.07
276,14-07-2019,269.52,270.04,222.92,226.33,41365.69
277,13-07-2019,275.59,275.97,261.89,269.52,5892.68
278,12-07-2019,267.72,279.55,266.62,275.59,8657.95
279,11-07-2019,288.73,288.73,262.04,267.72,33180.58
280,10-07-2019,308.28,315.0,281.27,288.73,37866.3
281,09-07-2019,313.63,318.4,303.15,308.28,20793.67
282,08-07-2019,306.58,314.82,302.66,313.63,24238.86
283,07-07-2019,287.87,310.98,284.53,306.58,7016.46
284,06-07-2019,288.05,297.78,285.5,287.87,5026.11
285,05-07-2019,283.86,294.89,280.05,288.05,11089.25
286,04-07-2019,302.53,303.8,280.28,283.86,9529.69
287,03-07-2019,290.66,303.64,289.73,302.53,15406.57
288,02-07-2019,289.02,293.43,271.42,290.66,20486.05
289,01-07-2019,289.5,301.0,278.79,289.02,21374.08
290,30-06-2019,318.0,323.17,286.14,289.5,16701.76
291,29-06-2019,309.74,324.19,291.73,318.0,15535.87
292,28-06-2019,293.56,312.55,290.0,309.74,29147.08
293,27-06-2019,334.21,343.17,274.2,293.56,55306.59
294,26-06-2019,316.32,363.85,313.48,334.21,68027.02
295,25-06-2019,311.05,317.24,305.0,316.32,18388.27
296,24-06-2019,306.87,313.23,295.23,311.05,12467.2
297,23-06-2019,308.92,317.68,304.2,306.87,12334.37
298,22-06-2019,296.71,316.13,293.65,308.92,48381.04
299,21-06-2019,272.0,297.59,272.0,296.71,24682.96
300,20-06-2019,268.97,274.44,266.33,272.0,10102.73
301,19-06-2019,264.23,270.01,263.53,268.97,8781.64
302,18-06-2019,273.88,274.19,261.02,264.23,13915.06
303,17-06-2019,268.67,275.79,267.73,273.88,11373.39
304,16-06-2019,269.21,279.0,263.55,268.67,8187.89
305,15-06-2019,263.76,273.03,262.0,269.21,6261.23
306,14-06-2019,256.03,266.19,252.99,263.76,9573.44
307,13-06-2019,263.72,264.52,254.28,256.03,8815.34
308,12-06-2019,245.28,263.82,243.29,263.72,15879.38
309,11-06-2019,247.39,249.04,237.26,245.28,7819.79
310,10-06-2019,231.6,247.79,227.83,247.39,7121.1
311,09-06-2019,244.2,245.33,226.55,231.6,5673.81
312,08-06-2019,249.29,251.04,241.78,244.2,6715.38
313,07-06-2019,249.03,254.36,240.0,249.29,37894.84
314,06-06-2019,246.21,250.99,235.52,249.03,8482.46
315,05-06-2019,240.89,249.14,237.28,246.21,12452.52
316,04-06-2019,249.63,250.96,232.93,240.89,22561.66
317,03-06-2019,269.4,270.0,246.59,249.63,14878.81
318,02-06-2019,265.06,274.0,264.2,269.4,4693.83
319,01-06-2019,262.71,273.0,261.13,265.06,4808.14
320,31-05-2019,254.41,264.21,245.51,262.71,19989.04
321,30-05-2019,269.36,288.93,239.0,254.41,49953.44
322,29-05-2019,271.48,274.59,260.14,269.36,25094.0
323,28-05-2019,271.63,276.39,265.49,271.48,12899.02
324,27-05-2019,268.22,279.99,264.65,271.63,27184.16
325,26-05-2019,252.19,271.32,246.4,268.22,18543.42
326,25-05-2019,250.1,258.48,248.57,252.19,8394.87
327,24-05-2019,245.92,256.11,242.52,250.1,9434.1
328,23-05-2019,243.77,248.51,231.5,245.92,15105.36
329,22-05-2019,255.06,261.13,240.0,243.77,31177.93
330,21-05-2019,252.98,264.42,248.0,255.06,19970.84
331,20-05-2019,260.73,260.73,239.23,252.98,26541.58
332,19-05-2019,235.05,264.84,232.99,260.73,15635.92
333,18-05-2019,244.92,248.73,231.35,235.05,13905.54
334,17-05-2019,265.01,269.21,222.59,244.92,57367.62
335,16-05-2019,249.95,280.41,242.38,265.01,102235.07
336,15-05-2019,217.22,251.0,217.22,249.95,89830.81
337,14-05-2019,196.2,220.59,195.41,217.22,65753.51
338,13-05-2019,187.86,209.53,185.65,196.2,69886.01
339,12-05-2019,192.54,204.17,182.43,187.86,37882.85
340,11-05-2019,173.99,208.23,173.11,192.54,41068.06
341,10-05-2019,170.02,176.0,167.5,173.99,18009.06
342,09-05-2019,169.65,173.2,165.3,170.02,14124.84
343,08-05-2019,166.79,171.66,162.0,169.65,19145.49
344,07-05-2019,171.16,180.79,165.5,166.79,26102.1
345,06-05-2019,161.31,175.92,157.8,171.16,23615.18
346,05-05-2019,162.23,163.65,157.45,161.31,4571.45
347,04-05-2019,165.09,168.34,158.0,162.23,7464.41
348,03-05-2019,158.75,169.0,157.88,165.09,19481.66
349,02-05-2019,158.63,160.56,155.79,158.75,9601.06
350,01-05-2019,160.41,162.65,156.53,158.63,7170.82
351,30-04-2019,152.31,161.13,152.31,160.41,18506.19
352,29-04-2019,153.09,154.7,148.82,152.31,10968.84
353,28-04-2019,155.47,156.72,152.47,153.09,7168.77
354,27-04-2019,152.5,158.1,152.5,155.47,8431.1
355,26-04-2019,152.19,155.86,148.37,152.5,22023.8
356,25-04-2019,165.84,166.29,146.9,152.19,30197.44
357,24-04-2019,171.06,171.06,160.31,165.84,30656.91
358,23-04-2019,171.56,176.95,168.98,171.06,19693.36
359,22-04-2019,170.13,173.59,168.48,171.56,8384.05
360,21-04-2019,173.89,174.48,166.29,170.13,8407.15
361,20-04-2019,174.24,177.71,171.0,173.89,4368.78
362,19-04-2019,173.69,174.3,169.3,174.24,13418.24
363,18-04-2019,166.61,176.19,166.18,173.69,19130.26
364,17-04-2019,166.64,168.62,164.62,166.61,10103.44
365,16-04-2019,160.39,167.95,159.76,166.64,12234.98
366,15-04-2019,168.29,169.79,156.0,160.39,19416.77
367,14-04-2019,164.01,169.03,162.0,168.29,5643.21
368,13-04-2019,165.27,166.04,162.28,164.01,6871.5
369,12-04-2019,164.87,167.27,159.22,165.27,17861.68
370,11-04-2019,177.63,177.66,160.51,164.87,36928.42
371,10-04-2019,175.97,185.48,170.51,177.63,27448.04
372,09-04-2019,181.15,181.15,174.49,175.97,19143.78
373,08-04-2019,174.88,188.0,174.11,181.15,66722.77
374,07-04-2019,165.71,176.96,164.22,174.88,17638.41
375,06-04-2019,166.05,174.49,160.33,165.71,12002.17
376,05-04-2019,157.8,168.51,156.17,166.05,23849.67
377,04-04-2019,160.92,164.84,153.58,157.8,59088.92
378,03-04-2019,164.67,179.94,150.51,160.92,108006.29
379,02-04-2019,140.93,167.47,140.84,164.67,76869.73
380,01-04-2019,141.37,142.91,138.85,140.93,11331.89
381,31-03-2019,142.06,142.1,140.19,141.37,2000.36
382,30-03-2019,141.0,145.74,140.13,142.06,5875.6
383,29-03-2019,137.4,141.65,137.04,141.0,9962.02
384,28-03-2019,139.12,139.12,136.65,137.4,16067.33
385,27-03-2019,133.15,139.73,133.06,139.12,14404.32
386,26-03-2019,133.07,133.76,131.56,133.15,15097.43
387,25-03-2019,135.45,136.13,130.69,133.07,13297.09
388,24-03-2019,136.54,136.56,132.33,135.45,26168.27
389,23-03-2019,136.0,137.64,135.5,136.54,2545.81
390,22-03-2019,134.57,137.08,134.06,136.0,5606.97
391,21-03-2019,138.67,139.13,132.08,134.57,15222.0
392,20-03-2019,138.08,139.22,135.53,138.67,25803.63
393,19-03-2019,137.0,138.62,136.27,138.08,8615.41
394,18-03-2019,138.11,141.2,135.57,137.0,11615.22
395,17-03-2019,140.62,140.79,136.75,138.11,10913.31
396,16-03-2019,135.65,144.78,135.65,140.62,38713.38
397,15-03-2019,131.46,136.81,131.46,135.65,14449.01
398,14-03-2019,131.11,134.7,128.9,131.46,14787.65
399,13-03-2019,132.77,132.85,130.25,131.11,6217.16
400,12-03-2019,131.89,134.41,127.69,132.77,15193.44
401,11-03-2019,134.64,135.39,130.55,131.89,12907.36
402,10-03-2019,136.34,136.55,133.47,134.64,2960.7
403,09-03-2019,132.91,138.04,132.12,136.34,6221.14
404,08-03-2019,136.22,138.62,130.0,132.91,16290.24
405,07-03-2019,137.03,139.5,134.84,136.22,17483.43
406,06-03-2019,136.32,140.18,133.31,137.03,20437.09
407,05-03-2019,125.38,137.52,124.9,136.32,25703.74
408,04-03-2019,129.66,130.35,122.61,125.38,15845.47
409,03-03-2019,132.32,134.56,127.39,129.66,6861.54
410,02-03-2019,134.91,136.2,129.69,132.32,13845.58
411,01-03-2019,134.7,137.53,133.95,134.91,11534.07
412,28-02-2019,134.47,138.94,131.69,134.7,20577.33
413,27-02-2019,135.95,139.55,125.77,134.47,29125.28
414,26-02-2019,137.69,138.09,133.12,135.95,14405.13
415,25-02-2019,131.82,141.02,131.32,137.69,36122.84
416,24-02-2019,157.67,165.5,129.32,131.82,92159.9
417,23-02-2019,146.61,159.43,144.31,157.67,19191.07
418,22-02-2019,144.4,147.99,142.2,146.61,31469.22
419,21-02-2019,147.98,148.55,141.93,144.4,22658.48
420,20-02-2019,142.77,148.33,139.29,147.98,30128.73
421,19-02-2019,144.56,149.13,141.95,142.77,26152.4
422,18-02-2019,132.44,147.83,131.29,144.56,31691.91
423,17-02-2019,121.83,136.86,121.34,132.44,63240.91
424,16-02-2019,120.26,123.57,120.26,121.83,3725.71
425,15-02-2019,119.28,123.3,119.28,120.26,8202.44
426,14-02-2019,120.66,123.07,118.97,119.28,13488.14
427,13-02-2019,120.91,125.09,119.59,120.66,16180.75
428,12-02-2019,119.49,122.35,117.24,120.91,18876.23
429,11-02-2019,123.88,124.11,118.4,119.49,19298.69
430,10-02-2019,118.07,125.02,115.0,123.88,15246.37
431,09-02-2019,118.27,119.69,116.35,118.07,7468.55
432,08-02-2019,103.13,121.93,101.0,118.27,63533.27
433,07-02-2019,103.44,104.74,102.73,103.13,6698.08
434,06-02-2019,106.01,106.4,100.0,103.44,30328.14
435,05-02-2019,106.09,106.66,105.2,106.01,9478.96
436,04-02-2019,106.01,107.85,105.5,106.09,8854.36
437,03-02-2019,109.18,109.77,104.7,106.01,6233.03
438,02-02-2019,106.01,110.0,105.27,109.18,8640.54
439,01-02-2019,105.7,107.44,103.01,106.01,13203.89
440,31-01-2019,107.61,110.03,104.74,105.7,19913.28
441,30-01-2019,104.01,109.44,103.0,107.61,22768.71
442,29-01-2019,105.35,105.91,101.0,104.01,69582.93
443,28-01-2019,111.0,112.1,100.82,105.35,58880.87
444,27-01-2019,115.01,115.22,110.57,111.0,34306.91
445,26-01-2019,114.98,117.4,110.0,115.01,6633.12
446,25-01-2019,116.3,117.06,114.25,114.98,19107.57
447,24-01-2019,116.45,117.05,113.8,116.3,19565.23
448,23-01-2019,118.03,118.94,115.05,116.45,14761.03
449,22-01-2019,116.01,119.59,111.06,118.03,20423.19
450,21-01-2019,117.4,118.16,113.61,116.01,9428.34
451,20-01-2019,123.6,123.62,115.81,117.4,12272.05
452,19-01-2019,121.03,126.37,119.35,123.6,13809.19
453,18-01-2019,122.43,122.63,118.2,119.51,10856.07
454,17-01-2019,122.01,123.8,117.2,122.43,21131.92
455,16-01-2019,120.0,127.51,119.38,122.01,30564.81
456,15-01-2019,128.39,130.63,117.03,120.0,37707.28
457,14-01-2019,115.35,131.47,115.35,128.39,41202.99
458,13-01-2019,124.46,125.32,113.4,115.35,19682.87
459,12-01-2019,125.77,127.31,123.35,124.46,5380.85
460,11-01-2019,126.43,128.82,121.66,125.77,16005.89
461,10-01-2019,149.42,150.84,122.24,126.43,56725.36
462,09-01-2019,148.83,153.12,148.15,149.42,21376.58
463,08-01-2019,150.27,153.01,146.52,148.83,25718.8
464,07-01-2019,155.83,157.07,148.45,150.27,30049.43
