,Date,Open,High,Low,Close,Volume
45,26-12-2017,0.571955,0.615963,0.523498,0.602709,7968305080.0
46,27-12-2017,0.598277,0.616147,0.545811,0.568788,4079030805.0
47,28-12-2017,0.567759,0.567759,0.494409,0.543683,3280480105.0
48,29-12-2017,0.545433,0.604911,0.520562,0.599421,3987772867.0
49,30-12-2017,0.597749,0.602915,0.471597,0.501733,3585669399.0
50,31-12-2017,0.498051,0.591988,0.489482,0.572657,3973826012.0
51,01-01-2018,0.576442,0.578517,0.515825,0.56726,3223031107.0
52,02-01-2018,0.564966,0.609017,0.544763,0.580256,5673958891.0
53,03-01-2018,0.576641,0.608396,0.563571,0.5918,4213218650.0
54,04-01-2018,0.593454,0.636251,0.55606,0.611378,6909167470.0
55,05-01-2018,0.612406,0.777889,0.607882,0.770542,13450215897.0
56,06-01-2018,0.774304,0.999841,0.774304,0.941267,17967797103.0
57,07-01-2018,0.929222,1.188913,0.92318,1.082164,18250692720.0
58,08-01-2018,1.083868,1.118333,0.873815,0.954906,14922685580.0
59,09-01-2018,0.956588,0.988061,0.828619,0.854391,7337709575.0
60,10-01-2018,0.862922,0.863329,0.73148,0.833556,6377459660.0
61,11-01-2018,0.828313,0.836807,0.700886,0.730365,3994136960.0
62,12-01-2018,0.731008,0.848468,0.710981,0.830368,3623374680.0
63,13-01-2018,0.830425,0.868312,0.793626,0.828288,3554642160.0
64,14-01-2018,0.830451,0.838706,0.721466,0.743134,4191176400.0
65,15-01-2018,0.739706,0.749119,0.625463,0.626019,3986236905.0
66,16-01-2018,0.626418,0.626418,0.363044,0.436686,4359029792.0
67,17-01-2018,0.436009,0.494478,0.351408,0.488549,3759095256.0
68,18-01-2018,0.488076,0.557495,0.459196,0.508896,3614431298.0
69,19-01-2018,0.502716,0.538331,0.475362,0.502302,1936024374.0
70,20-01-2018,0.507828,0.55195,0.507828,0.539126,1466207062.0
71,21-01-2018,0.538492,0.538492,0.445631,0.45511,1463590442.0
72,22-01-2018,0.459413,0.484991,0.403575,0.43014,1275594168.0
73,23-01-2018,0.429462,0.449449,0.397139,0.425426,1140022125.0
74,24-01-2018,0.423422,0.459648,0.412136,0.450842,1110686135.0
75,25-01-2018,0.455407,0.493021,0.45342,0.486908,1354630194.0
76,26-01-2018,0.489181,0.506921,0.431513,0.460038,1244211111.0
77,27-01-2018,0.460234,0.479639,0.455667,0.468684,742046253.0
78,28-01-2018,0.470981,0.488303,0.466402,0.474522,894474399.0
79,29-01-2018,0.470511,0.478164,0.436432,0.443028,831318429.0
80,30-01-2018,0.443137,0.444633,0.378414,0.383588,1009703712.0
81,31-01-2018,0.382114,0.395237,0.366256,0.381889,937513638.0
82,01-02-2018,0.382602,0.386989,0.30651,0.321715,1199354339.0
83,02-02-2018,0.321294,0.321294,0.211998,0.286916,1918066444.0
84,03-02-2018,0.288621,0.35236,0.266699,0.331123,1155320572.0
85,04-02-2018,0.332277,0.340943,0.267764,0.282064,831097792.0
86,05-02-2018,0.281922,0.286597,0.21624,0.226584,800945222.0
87,06-02-2018,0.22729,0.28394,0.195193,0.279955,1228730220.0
88,07-02-2018,0.276966,0.308374,0.252299,0.276164,834873727.0
89,08-02-2018,0.273983,0.313055,0.273983,0.293556,608355697.0
90,09-02-2018,0.293151,0.322406,0.27766,0.32171,719971034.0
91,10-02-2018,0.320524,0.350051,0.305256,0.321022,1075591082.0
92,11-02-2018,0.319665,0.333444,0.29632,0.318893,727672532.0
93,12-02-2018,0.31941,0.354015,0.31941,0.351692,714958761.0
94,13-02-2018,0.351856,0.364872,0.338758,0.362267,909259722.0
95,14-02-2018,0.361813,0.435008,0.361813,0.431379,2597603703.0
96,15-02-2018,0.430532,0.508097,0.430361,0.46942,2764839750.0
97,16-02-2018,0.466107,0.478192,0.417628,0.451844,1705822536.0
98,17-02-2018,0.453786,0.470383,0.440215,0.452855,1177718344.0
99,18-02-2018,0.457006,0.458947,0.406646,0.412709,982325960.0
100,19-02-2018,0.411769,0.44571,0.40737,0.430194,836353408.0
101,20-02-2018,0.429067,0.537318,0.41107,0.460075,6998028350.0
102,21-02-2018,0.459598,0.479367,0.411413,0.426445,2385488880.0
103,22-02-2018,0.425585,0.446908,0.395589,0.406632,1323146535.0
104,23-02-2018,0.406255,0.450004,0.39228,0.430118,1254565350.0
105,24-02-2018,0.431304,0.446307,0.396648,0.409182,1014968310.0
106,25-02-2018,0.408993,0.414785,0.387974,0.397411,760794360.0
107,26-02-2018,0.399109,0.42102,0.386295,0.410508,781562536.0
108,27-02-2018,0.41205,0.426621,0.406623,0.408356,792025329.0
109,28-02-2018,0.406987,0.420008,0.391592,0.392391,862439520.0
110,01-03-2018,0.393941,0.412163,0.387415,0.405341,1012110048.0
111,02-03-2018,0.402681,0.406475,0.355201,0.357459,1467101101.0
112,03-03-2018,0.35824,0.375349,0.337839,0.345665,1404949450.0
113,04-03-2018,0.341341,0.35877,0.336737,0.35877,791225535.0
114,05-03-2018,0.356164,0.360041,0.335301,0.339244,886073054.0
115,06-03-2018,0.333049,0.333933,0.295806,0.299179,958297976.0
116,07-03-2018,0.299696,0.305291,0.260188,0.261052,1140771385.0
117,08-03-2018,0.260447,0.287548,0.252884,0.262022,1009010940.0
118,09-03-2018,0.260807,0.26997,0.235448,0.26997,887220928.0
119,10-03-2018,0.269402,0.285168,0.257228,0.258708,643420765.0
120,11-03-2018,0.257828,0.28129,0.250252,0.274127,602453773.0
121,12-03-2018,0.273938,0.278244,0.249198,0.261971,493945470.0
122,13-03-2018,0.261203,0.274593,0.251583,0.256819,389525416.0
123,14-03-2018,0.256449,0.260536,0.221881,0.228434,488322250.0
124,15-03-2018,0.228273,0.235158,0.212132,0.229762,605401765.0
125,16-03-2018,0.230154,0.23747,0.223586,0.22811,416334008.0
126,17-03-2018,0.227744,0.230672,0.211145,0.214349,404897528.0
127,18-03-2018,0.213156,0.213156,0.181277,0.207301,586744058.0
128,19-03-2018,0.207859,0.228514,0.204279,0.224324,539867721.0
129,20-03-2018,0.22602,0.243004,0.220852,0.238144,433000654.0
130,21-03-2018,0.238187,0.249961,0.235011,0.23843,437362387.0
131,22-03-2018,0.238908,0.242679,0.22413,0.229681,339202248.0
132,23-03-2018,0.22997,0.231305,0.217101,0.231305,401480879.0
133,24-03-2018,0.233745,0.242166,0.228105,0.233294,289890076.0
134,25-03-2018,0.230657,0.23236,0.225017,0.227768,225892573.0
135,26-03-2018,0.227291,0.229743,0.203576,0.213217,392938192.0
136,27-03-2018,0.212319,0.212778,0.201444,0.204229,339980382.0
137,28-03-2018,0.203543,0.211457,0.202204,0.204612,320031133.0
138,29-03-2018,0.206568,0.207009,0.179547,0.184041,366605111.0
139,30-03-2018,0.183055,0.188159,0.172379,0.179904,350190228.0
140,31-03-2018,0.179151,0.188603,0.175734,0.18357,228211201.0
141,01-04-2018,0.183502,0.186806,0.168974,0.177013,219669420.0
142,02-04-2018,0.177823,0.183202,0.176054,0.182155,327814080.0
143,03-04-2018,0.181952,0.194502,0.18103,0.193642,430109019.0
144,04-04-2018,0.193822,0.195387,0.176744,0.180179,346679460.0
145,05-04-2018,0.181129,0.18142,0.172297,0.176056,313315252.0
146,06-04-2018,0.176143,0.177577,0.169927,0.173337,184910987.0
147,07-04-2018,0.174111,0.185976,0.17324,0.181886,196981562.0
148,08-04-2018,0.180889,0.188726,0.180889,0.184551,239112046.0
149,09-04-2018,0.185362,0.190293,0.176911,0.179439,313529887.0
150,10-04-2018,0.179194,0.199536,0.17794,0.197585,663173774.0
151,11-04-2018,0.197333,0.228317,0.195689,0.221633,1650455562.0
152,12-04-2018,0.220166,0.247944,0.212662,0.247944,905936256.0
153,13-04-2018,0.246877,0.280207,0.244606,0.260666,1184313600.0
154,14-04-2018,0.258243,0.275253,0.256059,0.270819,886479975.0
155,15-04-2018,0.269815,0.301088,0.269815,0.298271,774354375.0
156,16-04-2018,0.299353,0.32101,0.287335,0.300103,1457964396.0
157,17-04-2018,0.300325,0.319637,0.295573,0.311508,1125550965.0
158,18-04-2018,0.309461,0.359309,0.309178,0.355627,1427234342.0
159,19-04-2018,0.354609,0.383559,0.350058,0.383559,1779043250.0
160,20-04-2018,0.384254,0.392398,0.376821,0.390093,1529928340.0
161,21-04-2018,0.389117,0.389699,0.343825,0.358357,1655470020.0
162,22-04-2018,0.360276,0.382156,0.35269,0.366665,1221846780.0
163,23-04-2018,0.367109,0.379609,0.358668,0.364646,2233495476.0
164,24-04-2018,0.365106,0.392267,0.364671,0.38513,2432696800.0
165,25-04-2018,0.390339,0.392997,0.331321,0.340781,2560645700.0
166,26-04-2018,0.343137,0.379186,0.327572,0.375858,2762761160.0
167,27-04-2018,0.372924,0.383118,0.352765,0.361128,2595778378.0
168,28-04-2018,0.357291,0.374477,0.35399,0.356846,2392404726.0
169,29-04-2018,0.364361,0.370217,0.347864,0.363629,2523439918.0
170,30-04-2018,0.360028,0.368646,0.341313,0.346233,2419564110.0
171,01-05-2018,0.350313,0.350313,0.325541,0.343586,778604425.0
172,02-05-2018,0.341589,0.361088,0.336708,0.351596,3331226112.0
173,03-05-2018,0.355697,0.376857,0.347518,0.376028,3365323434.0
174,04-05-2018,0.368812,0.370284,0.347792,0.351991,964348902.0
175,05-05-2018,0.351873,0.357224,0.335784,0.346106,2026734798.0
176,06-05-2018,0.347548,0.351373,0.315689,0.332016,2234587389.0
177,07-05-2018,0.331773,0.336895,0.310713,0.323394,1738096395.0
178,08-05-2018,0.324451,0.35953,0.32129,0.356155,2730732316.0
179,09-05-2018,0.354151,0.35753,0.313581,0.342958,2260253093.0
180,10-05-2018,0.324913,0.356111,0.304648,0.327452,2345230340.0
181,11-05-2018,0.33862,0.33862,0.269162,0.293927,1858804892.0
182,12-05-2018,0.29987,0.314597,0.264001,0.301466,1849815066.0
183,13-05-2018,0.290233,0.311465,0.267225,0.291714,1335905665.0
184,14-05-2018,0.30321,0.307201,0.284343,0.30127,837599735.0
185,15-05-2018,0.300144,0.325897,0.298428,0.307339,1434704583.0
186,16-05-2018,0.304566,0.309738,0.289952,0.297195,651380165.0
187,17-05-2018,0.296051,0.303592,0.282762,0.283798,1173196640.0
188,18-05-2018,0.270778,0.297221,0.254423,0.273102,926091670.0
189,19-05-2018,0.286669,0.301048,0.272268,0.291365,1020278089.0
190,20-05-2018,0.288953,0.304302,0.265615,0.30068,1081634552.0
191,21-05-2018,0.298935,0.301051,0.268755,0.290893,1256935995.0
192,22-05-2018,0.286864,0.291557,0.259986,0.261911,694089657.0
193,23-05-2018,0.262387,0.29153,0.234817,0.245277,1017757521.0
194,24-05-2018,0.245245,0.253659,0.221907,0.238854,714013252.0
195,25-05-2018,0.237155,0.244466,0.230372,0.238016,718859128.0
196,26-05-2018,0.240473,0.241745,0.234278,0.234521,430333392.0
197,27-05-2018,0.234621,0.235679,0.230361,0.231899,236707545.0
198,28-05-2018,0.232543,0.233464,0.216863,0.217387,505651206.0
199,29-05-2018,0.217416,0.233768,0.215279,0.233103,627057827.0
200,30-05-2018,0.23382,0.237436,0.224056,0.226129,503291451.0
201,31-05-2018,0.231211,0.236571,0.223696,0.229098,604830214.0
202,01-06-2018,0.231072,0.232578,0.223851,0.229321,364209892.0
203,02-06-2018,0.228989,0.240117,0.227733,0.238344,396479645.0
204,03-06-2018,0.239572,0.251221,0.237465,0.247213,1311007698.0
205,04-06-2018,0.247262,0.251872,0.235625,0.23687,1486197132.0
206,05-06-2018,0.237237,0.249825,0.236185,0.245142,1262613673.0
207,06-06-2018,0.245223,0.254131,0.238958,0.253073,1421721371.0
208,07-06-2018,0.250484,0.257216,0.247769,0.251561,411923635.0
209,08-06-2018,0.252492,0.25506,0.24523,0.247031,467315373.0
210,09-06-2018,0.247006,0.250573,0.242624,0.242624,315514883.0
211,10-06-2018,0.242736,0.242736,0.212784,0.214875,502317066.0
212,11-06-2018,0.214718,0.219078,0.209451,0.218197,326654736.0
213,12-06-2018,0.218416,0.220577,0.207481,0.208444,335033618.0
214,13-06-2018,0.208604,0.210216,0.18791,0.190529,749106236.0
215,14-06-2018,0.190442,0.204135,0.190163,0.199252,667993478.0
216,15-06-2018,0.199856,0.202779,0.193105,0.197427,825207708.0
217,16-06-2018,0.196795,0.201144,0.192558,0.197006,452049213.0
218,17-06-2018,0.197793,0.200422,0.195494,0.195494,425591470.0
219,18-06-2018,0.198418,0.209761,0.192636,0.205961,554003666.0
220,19-06-2018,0.205939,0.209983,0.201054,0.207193,304658742.0
221,20-06-2018,0.2073,0.207338,0.200478,0.205547,220868524.0
222,21-06-2018,0.205591,0.206247,0.201654,0.202989,268498880.0
223,22-06-2018,0.202653,0.204098,0.176418,0.181018,630549691.0
224,23-06-2018,0.181223,0.184194,0.175429,0.179207,674422538.0
225,24-06-2018,0.178811,0.183949,0.15818,0.170317,670429656.0
226,25-06-2018,0.168968,0.174839,0.162914,0.169278,387795864.0
227,26-06-2018,0.170335,0.175702,0.167408,0.169391,278236821.0
228,27-06-2018,0.169801,0.171771,0.160305,0.167272,395678029.0
229,28-06-2018,0.165092,0.172197,0.160608,0.162227,253160181.0
230,29-06-2018,0.165795,0.170857,0.157325,0.16614,262326411.0
231,30-06-2018,0.166644,0.17396,0.165696,0.171072,419112505.0
232,01-07-2018,0.171689,0.174795,0.168143,0.170385,577377803.0
233,02-07-2018,0.170195,0.186978,0.166737,0.185733,399397488.0
234,03-07-2018,0.185443,0.190443,0.17946,0.180823,386837820.0
235,04-07-2018,0.180754,0.187113,0.177213,0.184087,328406338.0
236,05-07-2018,0.184027,0.18512,0.177578,0.178995,261173635.0
237,06-07-2018,0.179722,0.180357,0.175701,0.178645,296320912.0
238,07-07-2018,0.178939,0.182072,0.175249,0.181951,289325328.0
239,08-07-2018,0.181785,0.183793,0.177,0.179608,344330240.0
240,09-07-2018,0.179696,0.181913,0.178511,0.178753,290674856.0
241,10-07-2018,0.178949,0.180069,0.154129,0.165789,463477437.0
242,11-07-2018,0.165403,0.170099,0.161693,0.166662,672724971.0
243,12-07-2018,0.164576,0.16667,0.153759,0.157921,289040384.0
244,13-07-2018,0.157993,0.161513,0.151169,0.159753,424083916.0
245,14-07-2018,0.157769,0.16331,0.149809,0.161768,286284775.0
246,15-07-2018,0.162329,0.165385,0.158876,0.163018,265046711.0
247,16-07-2018,0.162071,0.196637,0.162071,0.195647,1067592748.0
248,17-07-2018,0.192739,0.223133,0.191432,0.22085,1055665864.0
249,18-07-2018,0.220474,0.296021,0.218172,0.254746,2695482806.0
250,19-07-2018,0.252717,0.272924,0.238888,0.265265,1749375896.0
251,20-07-2018,0.264245,0.264753,0.226385,0.234369,1238370267.0
252,21-07-2018,0.237103,0.242693,0.221088,0.224749,917057517.0
253,22-07-2018,0.229515,0.246213,0.225274,0.237677,780552864.0
254,23-07-2018,0.238386,0.250027,0.235372,0.23619,576384929.0
255,24-07-2018,0.237214,0.252864,0.233344,0.249538,746585227.0
256,25-07-2018,0.247672,0.252362,0.227692,0.243473,906867610.0
257,26-07-2018,0.242601,0.250519,0.230285,0.232959,474848875.0
258,27-07-2018,0.232612,0.237438,0.225279,0.23445,349197324.0
259,28-07-2018,0.233816,0.238067,0.232455,0.233235,229225528.0
260,29-07-2018,0.234172,0.238504,0.225446,0.226874,404090358.0
261,30-07-2018,0.227253,0.229942,0.207916,0.224503,942028920.0
262,31-07-2018,0.228083,0.228083,0.195681,0.201566,975658920.0
263,01-08-2018,0.206575,0.21592,0.193967,0.21592,1013461698.0
264,02-08-2018,0.210516,0.216189,0.20087,0.20215,476376509.0
265,03-08-2018,0.203076,0.203526,0.195229,0.199983,654347953.0
266,04-08-2018,0.198486,0.203239,0.187565,0.188157,546956739.0
267,05-08-2018,0.190718,0.199812,0.18733,0.19446,780273068.0
268,06-08-2018,0.196858,0.199392,0.188508,0.191231,390061183.0
269,07-08-2018,0.190913,0.194317,0.182499,0.183287,392885182.0
270,08-08-2018,0.183149,0.183149,0.164452,0.165757,334946096.0
271,09-08-2018,0.165326,0.178263,0.163574,0.175686,506963187.0
272,10-08-2018,0.175619,0.179747,0.162925,0.164776,323297282.0
273,11-08-2018,0.163977,0.169464,0.161516,0.165572,350201007.0
274,12-08-2018,0.165017,0.168059,0.162577,0.165612,236546957.0
275,13-08-2018,0.165801,0.171129,0.159986,0.163233,348751016.0
276,14-08-2018,0.162464,0.162756,0.150065,0.158104,525492380.0
277,15-08-2018,0.157793,0.168657,0.157267,0.161035,376104946.0
278,16-08-2018,0.160728,0.166104,0.156419,0.1606,410694730.0
279,17-08-2018,0.162289,0.173704,0.160104,0.172058,366846855.0
280,18-08-2018,0.173619,0.175123,0.165939,0.167811,472332305.0
281,19-08-2018,0.169147,0.173359,0.165831,0.173359,186796859.0
282,20-08-2018,0.172732,0.1742,0.164746,0.165353,169227817.0
283,21-08-2018,0.165065,0.169777,0.164321,0.169349,149071775.0
284,22-08-2018,0.169231,0.175836,0.161539,0.161694,416527675.0
285,23-08-2018,0.161715,0.16806,0.161592,0.167211,181997826.0
286,24-08-2018,0.167578,0.170406,0.165023,0.169731,227503624.0
287,25-08-2018,0.169538,0.170653,0.164782,0.165816,281850650.0
288,26-08-2018,0.165649,0.168825,0.160043,0.168217,203739611.0
289,27-08-2018,0.168173,0.17314,0.166971,0.172723,253885186.0
290,28-08-2018,0.173623,0.183543,0.171816,0.182712,365551591.0
291,29-08-2018,0.182698,0.18477,0.17734,0.183769,323619852.0
292,30-08-2018,0.183212,0.231072,0.183107,0.226826,2402860950.0
293,31-08-2018,0.227471,0.344258,0.227267,0.340363,5477685500.0
294,01-09-2018,0.336616,0.479436,0.307915,0.445718,13761646000.0
295,02-09-2018,0.448001,0.465328,0.322897,0.354935,9899459000.0
296,03-09-2018,0.356833,0.394081,0.353914,0.375026,4070278148.0
297,04-09-2018,0.375908,0.381039,0.361851,0.377131,2325999258.0
298,05-09-2018,0.376448,0.387022,0.345075,0.353779,3625958000.0
299,06-09-2018,0.353411,0.366284,0.334744,0.360393,2336704722.0
300,07-09-2018,0.359445,0.390622,0.359445,0.380956,2700270286.0
301,08-09-2018,0.38027,0.420494,0.38027,0.408552,3463262974.0
302,09-09-2018,0.409865,0.419418,0.409302,0.4184,2338018160.0
303,10-09-2018,0.419173,0.502305,0.419173,0.499354,5570796420.0
304,11-09-2018,0.502176,0.502176,0.431304,0.459667,6528195027.0
305,12-09-2018,0.459419,0.465849,0.449796,0.465756,4316308815.0
306,13-09-2018,0.466683,0.476853,0.461647,0.472081,3297715043.0
307,14-09-2018,0.472373,0.479533,0.436733,0.444144,3012071700.0
308,15-09-2018,0.444673,0.450383,0.440871,0.443098,1218656468.0
309,16-09-2018,0.444928,0.469383,0.441349,0.469383,1552291382.0
310,17-09-2018,0.470031,0.470528,0.446495,0.452783,1913769327.0
311,18-09-2018,0.4519,0.455,0.420849,0.434799,2885426650.0
312,19-09-2018,0.435046,0.438417,0.387814,0.40581,2795987455.0
313,20-09-2018,0.405556,0.426897,0.405556,0.408473,1818556483.0
314,21-09-2018,0.408489,0.430541,0.400679,0.410457,1613665878.0
315,22-09-2018,0.410352,0.420173,0.404785,0.415938,1077587741.0
316,23-09-2018,0.416439,0.426686,0.414312,0.426279,899025784.0
317,24-09-2018,0.426524,0.43823,0.411154,0.412689,1253439616.0
318,25-09-2018,0.412897,0.420778,0.407184,0.413212,1279038356.0
319,26-09-2018,0.413696,0.417724,0.411516,0.41238,845355440.0
320,27-09-2018,0.412883,0.428803,0.413694,0.426897,1096225625.0
321,28-09-2018,0.425829,0.432758,0.419269,0.422801,1048682889.0
322,29-09-2018,0.422909,0.427631,0.417989,0.425268,1133177364.0
323,30-09-2018,0.425461,0.428451,0.422559,0.42825,971442935.0
324,01-10-2018,0.427916,0.43848,0.428856,0.43593,1474409261.0
325,02-10-2018,0.434869,0.437969,0.422116,0.426997,1125989875.0
326,03-10-2018,0.426242,0.424818,0.413516,0.421306,1176885794.0
327,04-10-2018,0.421873,0.422986,0.410536,0.415664,1069811319.0
328,05-10-2018,0.41578,0.42259,0.4168,0.420066,931155418.0
329,06-10-2018,0.421338,0.425597,0.404451,0.410828,967281979.0
330,07-10-2018,0.411875,0.411242,0.406557,0.410993,573066069.0
331,08-10-2018,0.411803,0.418593,0.409359,0.412146,899717486.0
332,09-10-2018,0.413285,0.419138,0.41369,0.418914,668777752.0
333,10-10-2018,0.418412,0.419794,0.410628,0.412217,762874746.0
334,11-10-2018,0.41189,0.411835,0.362857,0.37109,1393000330.0
335,12-10-2018,0.369743,0.389829,0.367039,0.386627,710008801.0
336,13-10-2018,0.386463,0.387997,0.379999,0.381825,596497732.0
337,14-10-2018,0.381257,0.384376,0.378637,0.380092,584388130.0
338,15-10-2018,0.379732,0.403769,0.377121,0.384926,1370644840.0
339,16-10-2018,0.385224,0.385168,0.364805,0.368601,866496167.0
340,17-10-2018,0.368041,0.369112,0.330292,0.338207,1775597568.0
341,18-10-2018,0.338647,0.348037,0.318802,0.322459,1679371993.0
342,19-10-2018,0.322681,0.335252,0.313542,0.328441,1269232175.0
343,20-10-2018,0.330689,0.334427,0.325965,0.334409,556545381.0
344,21-10-2018,0.334486,0.337673,0.330811,0.331913,552612826.0
345,22-10-2018,0.331193,0.33272,0.320474,0.321634,781148740.0
346,23-10-2018,0.322189,0.32362,0.304166,0.305495,945643074.0
347,24-10-2018,0.304792,0.306143,0.282328,0.286429,1305868226.0
348,25-10-2018,0.286486,0.287063,0.269188,0.272202,903375061.0
349,26-10-2018,0.271177,0.292679,0.271139,0.291364,1185714552.0
350,27-10-2018,0.293329,0.311186,0.293329,0.306786,1703050161.0
351,28-10-2018,0.306297,0.306297,0.295063,0.297147,855291892.0
352,29-10-2018,0.296034,0.298484,0.281437,0.283213,1034382807.0
353,30-10-2018,0.283885,0.287338,0.281125,0.283618,871316777.0
354,31-10-2018,0.282519,0.285294,0.273111,0.278845,1057453343.0
355,01-11-2018,0.278511,0.291806,0.275229,0.276911,735694617.0
356,02-11-2018,0.277028,0.278852,0.271257,0.27514,825649678.0
357,03-11-2018,0.275325,0.276066,0.272008,0.272225,569845129.0
358,04-11-2018,0.273335,0.276225,0.268113,0.268113,655917225.0
359,05-11-2018,0.267271,0.27289,0.26361,0.263933,848534767.0
360,06-11-2018,0.264668,0.272734,0.264245,0.270132,1136740322.0
361,07-11-2018,0.270289,0.271525,0.26258,0.263297,767541610.0
362,08-11-2018,0.263264,0.264921,0.245554,0.246713,986758567.0
363,09-11-2018,0.245598,0.245951,0.224232,0.227592,1351317098.0
364,10-11-2018,0.227237,0.242622,0.224134,0.238064,1159455294.0
365,11-11-2018,0.237585,0.23815,0.22797,0.229364,594964006.0
366,12-11-2018,0.22956,0.230015,0.221631,0.223485,758549107.0
367,13-11-2018,0.223599,0.225104,0.212899,0.21373,530430791.0
368,14-11-2018,0.213883,0.214341,0.188527,0.195094,1111604336.0
369,15-11-2018,0.195647,0.202445,0.181127,0.201351,1637676285.0
370,16-11-2018,0.201555,0.202253,0.191513,0.197122,1777316494.0
371,17-11-2018,0.197124,0.198913,0.183961,0.18679,1334045943.0
372,18-11-2018,0.186907,0.189842,0.184875,0.189743,829575807.0
373,19-11-2018,0.18961,0.195548,0.17292,0.173347,1181695005.0
374,20-11-2018,0.173119,0.174501,0.156003,0.161026,1470555059.0
375,21-11-2018,0.161848,0.178092,0.155251,0.174242,2019084944.0
376,22-11-2018,0.174672,0.176407,0.165619,0.170877,939702236.0
377,23-11-2018,0.170583,0.171342,0.161551,0.166844,800197897.0
378,24-11-2018,0.167076,0.168946,0.154816,0.156967,798786204.0
379,25-11-2018,0.157412,0.1597,0.146345,0.156829,833200671.0
380,26-11-2018,0.156709,0.15932,0.144307,0.148617,849224796.0
381,27-11-2018,0.148399,0.149264,0.141895,0.147949,832170156.0
382,28-11-2018,0.148078,0.16207,0.147457,0.158607,1036272875.0
383,29-11-2018,0.158959,0.159209,0.152436,0.156722,898567779.0
384,30-11-2018,0.156688,0.157061,0.14858,0.150924,787114274.0
385,01-12-2018,0.151669,0.158898,0.150227,0.156711,668385804.0
386,02-12-2018,0.156869,0.158318,0.154445,0.156685,652106261.0
387,03-12-2018,0.156801,0.168122,0.15103,0.167142,879774349.0
388,04-12-2018,0.167047,0.167732,0.153375,0.155118,1261057793.0
389,05-12-2018,0.154968,0.159504,0.15136,0.154043,1457923284.0
390,06-12-2018,0.153899,0.157164,0.147976,0.147976,1747524466.0
391,07-12-2018,0.148442,0.151446,0.143309,0.150176,1981505258.0
392,08-12-2018,0.1496,0.153966,0.147627,0.151326,1337700802.0
393,09-12-2018,0.1508,0.152999,0.149096,0.150037,1210660939.0
